k,n,degrees_list,hodge_numbers
2,7,{9, 7},{1001804, 304416797, 8431459132, 51449314684, 91750483164, 51449314684, 8431459132, 304416797, 1001804}
2,7,{9, 8},{2185967, 569890811, 14854491688, 88162414186, 155930803953, 88162414186, 14854491688, 569890811, 2185967}
2,7,{9, 9},{4504472, 1077000596, 27028206268, 157503973228, 277023465096, 157503973228, 27028206268, 1077000596, 4504472}
2,7,{10, 1},{4116, 13363470, 695601843, 5468170437, 10475488323, 5468170437, 695601843, 13363470, 4116}
2,7,{10, 2},{18228, 35741994, 1649522125, 12342558006, 23311296259, 12342558006, 1649522125, 35741994, 18228}
2,7,{10, 3},{59808, 72453052, 2971784697, 21215123251, 39538542659, 21215123251, 2971784697, 72453052, 59808}
2,7,{10, 4},{168708, 132208684, 4844662881, 33073151907, 60866591425, 33073151907, 4844662881, 132208684, 168708}
2,7,{10, 5},{428253, 230140372, 7589302260, 49662881779, 90311781407, 49662881779, 7589302260, 230140372, 428253}
2,7,{10, 6},{1000825, 393765253, 11798917110, 74224092453, 133469368523, 74224092453, 11798917110, 393765253, 1000825}
2,7,{10, 7},{2185007, 674071712, 18592676772, 112904200267, 200966955599, 112904200267, 18592676772, 674071712, 2185007}
2,7,{10, 8},{4503667, 1164902005, 30071799904, 177321178652, 312919764569, 177321178652, 30071799904, 1164902005, 4503667}
2,7,{10, 9},{8835092, 2035020002, 50092911553, 288942459913, 506555784615, 288942459913, 50092911553, 2035020002, 8835092}
2,7,{10, 10},{16602432, 3578673420, 85513390347, 486181868760, 848592108567, 486181868760, 85513390347, 3578673420, 16602432}
2,7,{1, 1, 1},{0, 0, 0, 0, 0, 0, 0}
2,7,{2, 1, 1},{0, 0, 21, 441, 21, 0, 0}
2,7,{2, 2, 1},{0, 2, 464, 4664, 464, 2, 0}
2,7,{2, 2, 2},{0, 63, 4501, 31038, 4501, 63, 0}
2,7,{3, 1, 1},{0, 19, 2791, 22783, 2791, 19, 0}
2,7,{3, 2, 1},{0, 195, 13467, 87324, 13467, 195, 0}
2,7,{3, 2, 2},{1, 1473, 60344, 326736, 60344, 1473, 1}
2,7,{3, 3, 1},{1, 1928, 80735, 436426, 80735, 1928, 1}
2,7,{3, 3, 2},{21, 10526, 307508, 1455347, 307508, 10526, 21}
2,7,{3, 3, 3},{196, 50848, 1162028, 4980059, 1162028, 50848, 196}
2,7,{4, 1, 1},{0, 807, 54133, 332810, 54133, 807, 0}
2,7,{4, 2, 1},{1, 4086, 181467, 976772, 181467, 4086, 1}
2,7,{4, 2, 2},{21, 18585, 595784, 2862328, 595784, 18585, 21}
2,7,{4, 3, 1},{20, 17500, 561910, 2705576, 561910, 17500, 20}
2,7,{4, 3, 2},{195, 71876, 1783011, 7797964, 1783011, 71876, 195}
2,7,{4, 3, 3},{1174, 246011, 4987823, 20177326, 4987823, 246011, 1174}
2,7,{4, 4, 1},{175, 78575, 2040584, 9044560, 2040584, 78575, 175}
2,7,{4, 4, 2},{1155, 286155, 6059076, 24820644, 6059076, 286155, 1155}
2,7,{4, 4, 3},{5269, 844441, 15156898, 58188390, 15156898, 844441, 5269}
2,7,{4, 4, 4},{19341, 2437365, 39267606, 144019470, 39267606, 2437365, 19341}
2,7,{5, 1, 1},{1, 9985, 466470, 2502070, 466470, 9985, 1}
2,7,{5, 2, 1},{20, 37891, 1342228, 6561827, 1342228, 37891, 20}
2,7,{5, 2, 2},{194, 136356, 3823324, 17210152, 3823324, 136356, 194}
2,7,{5, 3, 1},{175, 114659, 3200784, 14427573, 3200784, 114659, 175}
2,7,{5, 3, 2},{1154, 393288, 9011498, 37740926, 9011498, 393288, 1154}
2,7,{5, 3, 3},{5250, 1078079, 20848109, 81932258, 20848109, 1078079, 5250}
2,7,{5, 4, 1},{980, 342803, 7958397, 33537986, 7958397, 342803, 980}
2,7,{5, 4, 2},{5095, 1114512, 21917125, 86599834, 21917125, 1114512, 5095}
2,7,{5, 4, 3},{19186, 2867410, 48903000, 182826370, 48903000, 2867410, 19186}
2,7,{5, 4, 4},{60571, 7043475, 108036780, 386843420, 108036780, 7043475, 60571}
2,7,{5, 5, 1},{4116, 1054296, 21781002, 87572742, 21781002, 1054296, 4116}
2,7,{5, 5, 2},{18226, 3223496, 57871717, 220082367, 57871717, 3223496, 18226}
2,7,{5, 5, 3},{59766, 7708491, 122412017, 443576707, 122412017, 7708491, 59766}
2,7,{5, 5, 4},{168316, 17326011, 250031457, 871466222, 250031457, 17326011, 168316}
2,7,{5, 5, 5},{425901, 38648001, 524925352, 1782333252, 524925352, 38648001, 425901}
2,7,{6, 1, 1},{19, 66972, 2539020, 12569579, 2539020, 66972, 19}
2,7,{6, 2, 1},{174, 217875, 6722197, 30998036, 6722197, 217875, 174}
2,7,{6, 2, 2},{1134, 687013, 17689397, 76460466, 17689397, 687013, 1134}
2,7,{6, 3, 1},{979, 551250, 14122709, 61100640, 14122709, 551250, 979}
2,7,{6, 3, 2},{5075, 1689834, 36941435, 150651122, 36941435, 1689834, 5075}
2,7,{6, 3, 3},{19012, 4042444, 76574351, 296165723, 76574351, 4042444, 19012}
2,7,{6, 4, 1},{4115, 1319388, 28868265, 118074382, 28868265, 1319388, 4115}
2,7,{6, 4, 2},{18207, 3929659, 74845042, 290128978, 74845042, 3929659, 18207}
2,7,{6, 4, 3},{59611, 9107196, 153128051, 565895868, 153128051, 9107196, 59611}
2,7,{6, 4, 4},{167511, 19738071, 299470560, 1062810312, 299470560, 19738071, 167511}
2,7,{6, 5, 1},{14111, 3191755, 62047075, 242652185, 62047075, 3191755, 14111}
2,7,{6, 5, 2},{55670, 9194311, 158368643, 590231242, 158368643, 9194311, 55670}
2,7,{6, 5, 3},{164375, 20502669, 316750454, 1131135368, 316750454, 20502669, 164375}
2,7,{6, 5, 4},{422765, 42395618, 598459567, 2061211816, 598459567, 42395618, 422765}
2,7,{6, 5, 5},{990241, 86152096, 1139824352, 3820769717, 1139824352, 86152096, 990241}
2,7,{6, 6, 1},{41578, 7837994, 141564200, 537159358, 141564200, 7837994, 41578}
2,7,{6, 6, 2},{150438, 21758285, 353330303, 1284361376, 353330303, 21758285, 150438}
2,7,{6, 6, 3},{409633, 46489291, 685385822, 2397628592, 685385822, 46489291, 409633}
2,7,{6, 6, 4},{980245, 91354289, 1240565072, 4198736344, 1240565072, 91354289, 980245}
2,7,{6, 6, 5},{2156196, 175013300, 2233128380, 7365057350, 2233128380, 175013300, 2156196}
2,7,{6, 6, 6},{4446652, 333921091, 4098905615, 13291724012, 4098905615, 333921091, 4446652}
2,7,{7, 1, 1},{155, 310304, 10268099, 48221049, 10268099, 310304, 155}
2,7,{7, 2, 1},{960, 917932, 25800084, 114399434, 25800084, 917932, 960}
2,7,{7, 2, 2},{4901, 2660589, 64561562, 271449950, 64561562, 2660589, 4901}
2,7,{7, 3, 1},{4096, 2085952, 50392330, 212026278, 50392330, 2085952, 4096}
2,7,{7, 3, 2},{18033, 5933971, 125620203, 503107187, 125620203, 5933971, 18033}
2,7,{7, 3, 3},{58633, 12999617, 243437378, 931976509, 243437378, 12999617, 58633}
2,7,{7, 4, 1},{14092, 4379544, 92441022, 370847948, 92441022, 4379544, 14092}
2,7,{7, 4, 2},{55497, 12234454, 229387461, 879133586, 229387461, 12234454, 55497}
2,7,{7, 4, 3},{163416, 26302417, 441933697, 1624674676, 441933697, 26302417, 163416}
2,7,{7, 4, 4},{418825, 52086693, 794890462, 2815917610, 794890462, 52086693, 418825}
2,7,{7, 5, 1},{41560, 9081766, 171384138, 659787277, 171384138, 9081766, 41560}
2,7,{7, 5, 2},{150284, 24870931, 422176309, 1558391102, 422176309, 24870931, 150284}
2,7,{7, 5, 3},{408829, 52306143, 805237008, 2861273186, 805237008, 52306143, 408829}
2,7,{7, 5, 4},{977110, 100918322, 1426512180, 4901069154, 1426512180, 100918322, 977110}
2,7,{7, 5, 5},{2146201, 189481496, 2502699117, 8364324117, 2502699117, 189481496, 2146201}
2,7,{7, 6, 1},{108879, 19048359, 331234710, 1235248254, 331234710, 19048359, 108879}
2,7,{7, 6, 2},{368229, 50989688, 806522047, 2894542926, 806522047, 50989688, 368229}
2,7,{7, 6, 3},{939646, 104508111, 1514582288, 5250136341, 1514582288, 104508111, 939646}
2,7,{7, 6, 4},{2118733, 195594162, 2625088377, 8824457294, 2625088377, 195594162, 2118733}
2,7,{7, 6, 5},{4419185, 354284736, 4469054053, 14646173292, 4469054053, 354284736, 4419185}
2,7,{7, 6, 6},{8695093, 636265799, 7684578176, 24722398654, 7684578176, 636265799, 8695093}
2,7,{7, 7, 1},{259505, 40273542, 665815579, 2431406364, 665815579, 40273542, 259505}
2,7,{7, 7, 2},{831727, 105181490, 1596603948, 5630429037, 1596603948, 105181490, 831727}
2,7,{7, 7, 3},{2013950, 209660074, 2939734912, 10042708223, 2939734912, 209660074, 2013950}
2,7,{7, 7, 4},{4324398, 379892003, 4963152623, 16480892654, 4963152623, 379892003, 4324398}
2,7,{7, 7, 5},{8627774, 662740681, 8164246869, 26466583152, 8164246869, 662740681, 8627774}
2,7,{7, 7, 6},{16312934, 1141503168, 13461388047, 42842568421, 13461388047, 1141503168, 16312934}
2,7,{7, 7, 7},{29537103, 1960632591, 22508491434, 70793837949, 22508491434, 1960632591, 29537103}
2,7,{8, 1, 1},{805, 1121323, 33721254, 152558896, 33721254, 1121323, 805}
2,7,{8, 2, 1},{3941, 3110443, 81743172, 352413810, 81743172, 3110443, 3941}
2,7,{8, 2, 2},{17073, 8505569, 197568814, 814201558, 197568814, 8505569, 17073}
2,7,{8, 3, 1},{13937, 6582301, 152320320, 628091112, 152320320, 6582301, 13937}
2,7,{8, 3, 2},{54537, 17761239, 367154948, 1451245858, 367154948, 17761239, 54537}
2,7,{8, 3, 3},{159321, 36621707, 680495666, 2586494432, 680495666, 36621707, 159321}
2,7,{8, 4, 1},{41405, 12703749, 261586278, 1035158014, 261586278, 12703749, 41405}
2,7,{8, 4, 2},{149325, 33847357, 628723038, 2391205886, 628723038, 33847357, 149325}
2,7,{8, 4, 3},{404753, 68910513, 1161522018, 4258506370, 1161522018, 68910513, 404753}
2,7,{8, 4, 4},{963193, 127917545, 1973617002, 6996945018, 1973617002, 127917545, 963193}
2,7,{8, 5, 1},{108725, 23821059, 442698134, 1687961048, 442698134, 23821059, 108725}
2,7,{8, 5, 2},{367289, 62639703, 1059837568, 3893940406, 1059837568, 62639703, 367289}
2,7,{8, 5, 3},{935725, 125764449, 1948229324, 6917565948, 1948229324, 125764449, 935725}
2,7,{8, 5, 4},{2105621, 229801165, 3286578350, 11312596630, 3286578350, 229801165, 2105621}
2,7,{8, 5, 5},{4381741, 405171891, 5413549342, 18136038632, 5413549342, 405171891, 4381741}
2,7,{8, 6, 1},{259369, 44671679, 763981912, 2823023078, 763981912, 44671679, 259369}
2,7,{8, 6, 2},{830941, 115752637, 1817777450, 6489572018, 1817777450, 115752637, 830941}
2,7,{8, 6, 3},{2010833, 228668727, 3314947796, 11466022154, 3314947796, 228668727, 2010833}
2,7,{8, 6, 4},{4314421, 410099445, 5530464694, 18589076806, 5530464694, 410099445, 4314421}
2,7,{8, 6, 5},{8600325, 707283619, 8968321004, 29404060818, 8968321004, 707283619, 8600325}
2,7,{8, 6, 6},{16245633, 1203526145, 14550264590, 46768557830, 14550264590, 1203526145, 16245633}
2,7,{8, 7, 1},{572377, 84511365, 1361568000, 4913678744, 1361568000, 84511365, 572377}
2,7,{8, 7, 2},{1755405, 215395587, 3210897888, 11224564374, 3210897888, 215395587, 1755405}
2,7,{8, 7, 3},{4068989, 417761135, 5789541438, 19655588780, 5789541438, 417761135, 4068989}
2,7,{8, 7, 4},{8382361, 733554473, 9515111034, 31459169898, 9515111034, 733554473, 8382361}
2,7,{8, 7, 5},{16094989, 1234409233, 15125479028, 48864728516, 15125479028, 1234409233, 16094989}
2,7,{8, 7, 6},{29386477, 2042502379, 23925197368, 75857049942, 23925197368, 2042502379, 29386477}
2,7,{8, 7, 7},{51553097, 3362589035, 38181811362, 119448000800, 38181811362, 3362589035, 51553097}
2,7,{8, 8, 1},{1183833, 160570809, 2493448090, 8860776218, 2493448090, 160570809, 1183833}
2,7,{8, 8, 2},{3500553, 402122217, 5815286218, 20066680074, 5815286218, 402122217, 3500553}
2,7,{8, 8, 3},{7823921, 764846241, 10342402754, 34733614130, 10342402754, 764846241, 7823921}
2,7,{8, 8, 4},{15564017, 1313513105, 16702522258, 54723316594, 16702522258, 1313513105, 15564017}
2,7,{8, 8, 5},{28922825, 2154757769, 25963310314, 83223814538, 25963310314, 2154757769, 28922825}
2,7,{8, 8, 6},{51240089, 3464454745, 39947436026, 125733706330, 39947436026, 3464454745, 51240089}
2,7,{8, 8, 7},{87450945, 5528968593, 61729838578, 191640847106, 61729838578, 5528968593, 87450945}
2,7,{8, 8, 8},{144679521, 8804731425, 96384983842, 296627994978, 96384983842, 8804731425, 144679521}
2,7,{9, 1, 1},{3136, 3388588, 94929254, 417692282, 94929254, 3388588, 3136}
2,7,{9, 2, 1},{13132, 8974198, 224179475, 946291481, 224179475, 8974198, 13132}
2,7,{9, 2, 2},{50596, 23517382, 528231368, 2144098712, 528231368, 23517382, 50596}
2,7,{9, 3, 1},{40600, 18054301, 404246387, 1641634973, 404246387, 18054301, 40600}
2,7,{9, 3, 2},{145384, 46843429, 950578913, 3719962460, 950578913, 46843429, 145384}
2,7,{9, 3, 3},{390817, 92424232, 1707298157, 6454234568, 1707298157, 92424232, 390817}
2,7,{9, 4, 1},{107920, 32875855, 664534709, 2602872530, 664534709, 32875855, 107920}
2,7,{9, 4, 2},{363349, 84498946, 1559470199, 5897923976, 1559470199, 84498946, 363349}
2,7,{9, 4, 3},{921808, 165183088, 2794986578, 10230617564, 2794986578, 165183088, 921808}
2,7,{9, 4, 4},{2064391, 292426423, 4563689552, 16204037096, 4563689552, 292426423, 2064391}
2,7,{9, 5, 1},{258565, 57548113, 1060016432, 4015502756, 1060016432, 57548113, 258565}
2,7,{9, 5, 2},{827020, 146525557, 2481472190, 9094280399, 2481472190, 146525557, 827020}
2,7,{9, 5, 3},{1997071, 283674685, 4434799340, 15759602795, 4434799340, 283674685, 1997071}
2,7,{9, 5, 4},{4273996, 496958035, 7213579925, 24912536690, 7213579925, 496958035, 4273996}
2,7,{9, 5, 5},{8495716, 834462436, 11338134032, 38158457072, 11338134032, 834462436, 8495716}
2,7,{9, 6, 1},{571591, 99713194, 1695090746, 6233202779, 1695090746, 99713194, 571591}
2,7,{9, 6, 2},{1751638, 251320291, 3954213065, 14094973352, 3954213065, 251320291, 1751638}
2,7,{9, 6, 3},{4056031, 481304872, 7036095863, 24365529740, 7036095863, 481304872, 4056031}
2,7,{9, 6, 4},{8345071, 833003296, 11377702685, 38363212922, 11377702685, 833003296, 8345071}
2,7,{9, 6, 5},{16000375, 1379148253, 17735573477, 58383914861, 17735573477, 1379148253, 16000375}
2,7,{9, 6, 6},{29168686, 2242158670, 27426065888, 88460812766, 27426065888, 2242158670, 29168686}
2,7,{9, 7, 1},{1183183, 173369806, 2765068595, 9921160307, 2765068595, 173369806, 1183183}
2,7,{9, 7, 2},{3497572, 432030586, 6416714390, 22362392390, 6416714390, 432030586, 3497572}
2,7,{9, 7, 3},{7814080, 817180960, 11344167704, 38480438852, 11344167704, 817180960, 7814080}
2,7,{9, 7, 4},{15536704, 1394623924, 18189140930, 60184216472, 18189140930, 1394623924, 15536704}
2,7,{9, 7, 5},{28855660, 2271878092, 28033391570, 90711040919, 28033391570, 2271878092, 28855660}
2,7,{9, 7, 6},{51089599, 3625234369, 42710467340, 135601115918, 42710467340, 3625234369, 51089599}
2,7,{9, 7, 7},{87138073, 5740486270, 65297000897, 204257882978, 65297000897, 5740486270, 87138073}
2,7,{9, 8, 1},{2317525, 303338875, 4623327590, 16289521136, 4623327590, 303338875, 2317525}
2,7,{9, 8, 2},{6644029, 746507155, 10653900140, 36530182922, 10653900140, 746507155, 6644029}
2,7,{9, 8, 3},{14394121, 1392732949, 18673686632, 62432183792, 18673686632, 1392732949, 14394121}
2,7,{9, 8, 4},{27780397, 2340362197, 29616510902, 96742536302, 29616510902, 2340362197, 27780397}
2,7,{9, 8, 5},{50164981, 3745626115, 45011773190, 143986186280, 45011773190, 3745626115, 50164981}
2,7,{9, 8, 6},{86526481, 5857874071, 67380685616, 211691955278, 67380685616, 5857874071, 86526481}
2,7,{9, 8, 7},{144068065, 9071715661, 100850281016, 312323155664, 100850281016, 9071715661, 144068065}
2,7,{9, 8, 8},{232995385, 14001262681, 152063436602, 466179959546, 152063436602, 14001262681, 232995385}
2,7,{9, 9, 1},{4329640, 531953200, 7883805764, 27451469180, 7883805764, 531953200, 4329640}
2,7,{9, 9, 2},{12089728, 1292024692, 18015115097, 61156456193, 18015115097, 1292024692, 12089728}
2,7,{9, 9, 3},{25503472, 2375989255, 31258365023, 103634444603, 31258365023, 2375989255, 25503472}
2,7,{9, 9, 4},{47955376, 3928792231, 48961605413, 158817505322, 48961605413, 3928792231, 47955376}
2,7,{9, 9, 5},{84467521, 6174235945, 73267923170, 232989018410, 73267923170, 6174235945, 84467521}
2,7,{9, 9, 6},{142322131, 9459995536, 107610962240, 336302969987, 107610962240, 9459995536, 142322131}
2,7,{9, 9, 7},{231861043, 14323169260, 157470186323, 485137290269, 157470186323, 14323169260, 231861043}
2,7,{9, 9, 8},{367496101, 21582408619, 231476135942, 705587834576, 231476135942, 21582408619, 367496101}
2,7,{9, 9, 9},{568967896, 32463513964, 342970536314, 1038462744998, 342970536314, 32463513964, 568967896}
2,7,{10, 1, 1},{9996, 8947734, 237330273, 1022032443, 237330273, 8947734, 9996}
2,7,{10, 2, 1},{37464, 22883916, 549429474, 2281369572, 549429474, 22883916, 37464}
2,7,{10, 2, 2},{132252, 58053971, 1269737501, 5092940822, 1269737501, 58053971, 132252}
2,7,{10, 3, 1},{104784, 44333047, 967066741, 3880515454, 967066741, 44333047, 104784}
2,7,{10, 3, 2},{350217, 111603315, 2231324814, 8663640480, 2231324814, 111603315, 350217}
2,7,{10, 3, 3},{881209, 212967272, 3915241736, 14738646769, 3915241736, 212967272, 881209}
2,7,{10, 4, 1},{255429, 77373450, 1541349487, 5989005560, 1541349487, 77373450, 255429}
2,7,{10, 4, 2},{813889, 193358613, 3550877028, 13371461396, 3550877028, 193358613, 813889}
2,7,{10, 4, 3},{1956491, 366353284, 6221057683, 22746327668, 6221057683, 366353284, 1956491}
2,7,{10, 4, 4},{4166251, 625733699, 9867814748, 35094369388, 9867814748, 625733699, 4166251}
2,7,{10, 5, 1},{568456, 128924641, 2360866752, 8900695957, 2360866752, 128924641, 568456}
2,7,{10, 5, 2},{1738526, 319886266, 5429602282, 19868721032, 5429602282, 319886266, 1738526}
2,7,{10, 5, 3},{4015606, 601725056, 9494981232, 33785512812, 9494981232, 601725056, 4015606}
2,7,{10, 5, 4},{8238131, 1020035996, 15026602737, 52082257142, 15026602737, 1020035996, 8238131}
2,7,{10, 5, 5},{15745926, 1649067126, 22810007577, 77161384377, 22810007577, 1649067126, 15745926}
2,7,{10, 6, 1},{1180066, 210996849, 3582548283, 13137905948, 3582548283, 210996849, 1180066}
2,7,{10, 6, 2},{3484614, 519638181, 8221037929, 29306836502, 8221037929, 519638181, 3484614}
2,7,{10, 6, 3},{7774459, 969902892, 14339168081, 49778230194, 14339168081, 969902892, 7774459}
2,7,{10, 6, 4},{15432899, 1630380255, 22617070902, 76591572070, 22617070902, 1630380255, 15432899}
2,7,{10, 6, 5},{28611206, 2610837241, 34173980077, 113117010782, 34173980077, 2610837241, 28611206}
2,7,{10, 6, 6},{50559586, 4088299889, 50869717943, 164999403928, 50869717943, 4088299889, 50559586}
2,7,{10, 7, 1},{2314544, 344367416, 5483651294, 19628403972, 5483651294, 344367416, 2314544}
2,7,{10, 7, 2},{6631857, 841217371, 12543800796, 43714110722, 12543800796, 841217371, 6631857}
2,7,{10, 7, 3},{14357617, 1556489425, 21795370459, 74076029925, 21795370459, 1556489425, 14357617}
2,7,{10, 7, 4},{27686569, 2591300958, 34209258813, 113585763986, 34209258813, 2591300958, 27686569}
2,7,{10, 7, 5},{49947976, 4104304891, 51352600707, 166899423532, 51352600707, 4104304891, 49947976}
2,7,{10, 7, 6},{86063769, 6346199406, 75777732249, 241662454602, 75777732249, 6346199406, 86063769}
2,7,{10, 7, 7},{143144387, 9710709996, 111623307616, 350401219947, 111623307616, 9710709996, 143144387}
2,7,{10, 8, 1},{4327309, 564252547, 8544089916, 29987786554, 8544089916, 564252547, 4327309}
2,7,{10, 8, 2},{12080537, 1365951145, 19458261654, 66593144190, 19458261654, 1365951145, 12080537}
2,7,{10, 8, 3},{25476809, 2502757687, 33629554116, 112409663874, 33629554116, 2502757687, 25476809}
2,7,{10, 8, 4},{47888861, 4121562669, 52431487758, 171454351438, 52431487758, 4121562669, 47888861}
2,7,{10, 8, 5},{84317681, 6447939231, 78033630632, 250101507662, 78033630632, 6447939231, 84317681}
2,7,{10, 8, 6},{142009909, 9830756117, 113893231906, 358590961994, 113893231906, 9830756117, 142009909}
2,7,{10, 8, 7},{231250237, 14807090355, 165503635824, 513360996710, 165503635824, 14807090355, 231250237}
2,7,{10, 8, 8},{366362409, 22193410377, 241488613546, 740508778154, 241488613546, 22193410377, 366362409}
2,7,{10, 9, 1},{7763224, 928646620, 13570125407, 46946360075, 13570125407, 928646620, 7763224}
2,7,{10, 9, 2},{21186964, 2226167128, 30729730658, 103817606876, 30729730658, 2226167128, 21186964}
2,7,{10, 9, 3},{43666336, 4035670609, 52752188963, 174303995318, 52752188963, 4035670609, 43666336}
2,7,{10, 9, 4},{80245801, 6567954694, 81567323963, 263999892428, 81567323963, 6567954694, 80245801}
2,7,{10, 9, 5},{138251056, 10139561971, 120153824762, 381577813217, 120153824762, 10139561971, 138251056}
2,7,{10, 9, 6},{228102994, 15229396825, 173150789447, 540648568760, 173150789447, 15229396825, 228102994}
2,7,{10, 9, 7},{364349644, 22559914798, 247774926968, 762595972616, 247774926968, 22559914798, 364349644}
2,7,{10, 9, 8},{566955781, 33209830219, 355146174788, 1080733591538, 355146174788, 33209830219, 566955781}
2,7,{10, 9, 9},{862893676, 48766221514, 512140717253, 1546190066243, 512140717253, 48766221514, 862893676}
2,7,{10, 10, 1},{13433736, 1530105006, 21872238252, 74966195112, 21872238252, 1530105006, 13433736}
2,7,{10, 10, 2},{35940576, 3630774831, 49204346637, 164921224662, 49204346637, 3630774831, 35940576}
2,7,{10, 10, 3},{72587361, 6509512261, 83814328612, 275099692672, 83814328612, 6509512261, 72587361}
2,7,{10, 10, 4},{130743261, 10465473441, 128396201872, 413259494432, 128396201872, 10465473441, 130743261}
2,7,{10, 10, 5},{220908226, 15937848376, 187010785152, 591139760752, 187010785152, 15937848376, 220908226}
2,7,{10, 10, 6},{357766486, 23576623581, 265836596277, 826727747762, 265836596277, 23576623581, 357766486}
2,7,{10, 10, 7},{561507101, 34342661081, 374279758862, 1147662742662, 374279758862, 34342661081, 561507101}
2,7,{10, 10, 8},{859457761, 49645065361, 526559845662, 1596170655622, 526559845662, 49645065361, 859457761}
2,7,{10, 10, 9},{1288082236, 71524847266, 743906617172, 2235988567832, 743906617172, 71524847266, 1288082236}
2,7,{10, 10, 10},{1895396076, 102894931251, 1057520644677, 3161804105502, 1057520644677, 102894931251, 1895396076}
3,7,{1},{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
3,7,{2},{0, 0, 0, 35, 2758, 20076, 2758, 35, 0, 0, 0}
3,7,{3},{0, 0, 490, 100254, 2076655, 8534155, 2076655, 100254, 490, 0, 0}
3,7,{4},{0, 35, 115066, 10159072, 140411642, 482838804, 140411642, 10159072, 115066, 35, 0}
3,7,{5},{0, 4116, 4603179, 277072593, 3150681037, 9932835815, 3150681037, 277072593, 4603179, 4116, 0}
3,7,{6},{0, 116424, 75943924, 3667919661, 37184351778, 111351475718, 37184351778, 3667919661, 75943924, 116424, 0}
3,7,{7},{1, 1557221, 731508654, 30620543012, 287810042958, 833065236448, 287810042958, 30620543012, 731508654, 1557221, 1}
3,7,{8},{35, 13024655, 4900479122, 185523261819, 1652810640278, 4669955641330, 1652810640278, 185523261819, 4900479122, 13024655, 35}
3,7,{9},{490, 78818950, 25260505424, 887711798064, 7598904335218, 21086839898278, 7598904335218, 887711798064, 25260505424, 78818950, 490}
3,7,{10},{4116, 376254564, 106794533034, 3543743966973, 29411179340172, 80482857659106, 29411179340172, 3543743966973, 106794533034, 376254564, 4116}
3,7,{1, 1},{0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0}
3,7,{2, 1},{0, 0, 1, 441, 9654, 25550, 9654, 441, 1, 0, 0}
3,7,{2, 2},{0, 0, 105, 12215, 154672, 347542, 154672, 12215, 105, 0, 0}
3,7,{3, 1},{0, 1, 3611, 257441, 2508219, 5173014, 2508219, 257441, 3611, 1, 0}
3,7,{3, 2},{0, 36, 27369, 1256523, 10153486, 19834178, 10153486, 1256523, 27369, 36, 0}
3,7,{3, 3},{0, 980, 314972, 10192196, 69711152, 129452238, 69711152, 10192196, 314972, 980, 0}
3,7,{4, 1},{0, 455, 329771, 13555661, 101183258, 192211460, 101183258, 13555661, 329771, 455, 0}
3,7,{4, 2},{0, 4116, 1436695, 45760897, 305466274, 561621802, 305466274, 45760897, 1436695, 4116, 0}
3,7,{4, 3},{1, 28727, 5814902, 148878197, 899799742, 1606412148, 899799742, 148878197, 5814902, 28727, 1}
3,7,{4, 4},{35, 231385, 32858280, 711661153, 3960296942, 6893369664, 3960296942, 711661153, 32858280, 231385, 35}
3,7,{5, 1},{0, 20581, 7854811, 246879292, 1614499537, 2944089932, 1614499537, 246879292, 7854811, 20581, 0}
3,7,{5, 2},{1, 112748, 27112808, 714829345, 4319940830, 7696194630, 4319940830, 714829345, 27112808, 112748, 1}
3,7,{5, 3},{35, 476567, 76995843, 1730316749, 9729096700, 16968260666, 9729096700, 1730316749, 76995843, 476567, 35}
3,7,{5, 4},{490, 1993839, 236861673, 4642844061, 24476008690, 41870910228, 24476008690, 4642844061, 236861673, 1993839, 490}
3,7,{5, 5},{4116, 9314550, 910373730, 16184095480, 81226132610, 136857731002, 81226132610, 16184095480, 910373730, 9314550, 4116}
3,7,{6, 1},{1, 340941, 91182828, 2444895949, 14774283526, 26290516516, 14774283526, 2444895949, 91182828, 340941, 1}
3,7,{6, 2},{35, 1443569, 277232654, 6508776395, 37011588152, 64681657292, 37011588152, 6508776395, 277232654, 1443569, 35}
3,7,{6, 3},{490, 4707059, 665419833, 13791159907, 74110852544, 127372489132, 74110852544, 13791159907, 665419833, 4707059, 490}
3,7,{6, 4},{4116, 14342168, 1561662633, 28909839541, 147434364252, 249477656890, 147434364252, 28909839541, 1561662633, 14342168, 4116}
3,7,{6, 5},{24696, 45378165, 4043649989, 68123221509, 331968545798, 554054073860, 331968545798, 68123221509, 4043649989, 45378165, 24696}
3,7,{6, 6},{116424, 154429772, 12165328931, 192287314163, 907069332302, 1498697879622, 907069332302, 192287314163, 12165328931, 154429772, 116424}
3,7,{7, 1},{34, 3165595, 674472650, 16281714593, 93356364230, 163444861898, 93356364230, 16281714593, 674472650, 3165595, 34}
3,7,{7, 2},{489, 11476828, 1894003284, 41109268827, 224356734570, 387040078610, 224356734570, 41109268827, 1894003284, 11476828, 489}
3,7,{7, 3},{4115, 31932627, 4121521640, 80809542020, 421007969693, 716363901816, 421007969693, 80809542020, 4121521640, 31932627, 4115}
3,7,{7, 4},{24695, 81317151, 8411247752, 150001236277, 748083008886, 1256500251044, 748083008886, 150001236277, 8411247752, 81317151, 24695}
3,7,{7, 5},{116423, 205317447, 17607057676, 288366654237, 1381405800491, 2292418171746, 1381405800491, 288366654237, 17607057676, 205317447, 116423}
